1,hello,https://store.moma.org/dw/image/v2/BBQC_PRD/on/demandware.static/-/Sites-master-moma/default/dw7d177525/images/122453_b.jpg?sw=1061&sh=1061&sm=cut,http://cdn.shopify.com/s/files/1/1482/3564/products/hello_grande.jpg?v=1480478786,https://www.microsoft.com/en-gb/CMSImages/WindowsHello_Poster_1920-1600x300-hello.png?version=0d8f51c7-ef87-b0af-8f26-453fb40b4b7d,https://hello.com/img_/hello_logo_white.png,http://cdn.shopify.com/s/files/1/0986/5790/products/HelloDecal-PRINT_grande.png?v=1481472974
2,my,https://media2.fishtank.my/app_themes/my/assets/images/logo-my-white.svg,https://eliademy.com/extimg/1839635_1503949262-1804300-1502160557-1787386-f0NjpGxm_400x400.jpg,https://my.mdanderson.org/images/MyChart_logo_white_reversed.png,http://www.bucks.edu/media/bcccmedialibrary/globalassets/myBucks.svg,https://is2-ssl.mzstatic.com/image/thumb/Purple128/v4/18/fe/0c/18fe0c51-4a1e-c947-f3c0-df860ccf6a34/AppIcon-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-3.png/246x0w.jpg
3,mine,http://i.dailymail.co.uk/i/pix/2016/07/08/16/36124D6600000578-3681108-Mishainik_said_The_danger_element_is_part_of_the_fun_and_it_s_a_-m-17_1467993215621.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music71/v4/70/39/5a/70395a04-f5d5-c9c2-da3c-36ccda29da99/190295874544.jpg/600x600bf.jpg,http://www.wabicorp.com/wp-content/uploads/2015/09/Mine%2520Tunnel.jpg,https://zdnet3.cbsistatic.com/hub/i/r/2018/02/01/64e00ac7-0bdc-45db-817c-e90eb8f1d7d5/resize/770xauto/6fc81a6cc14bcb8a3e1ecdc82726752c/mine.jpg,http://www.groundtruthtrekking.org/static/uploads/photos/mine-shaft.jpg
