,id,name,county,state_code,state,zip_codes,type,population,median_income
25829,2790,Mendota,Fresno County,CA,California,93640,City,11418,25862
17045,26503,Hanover,Grafton County,NH,New Hampshire,03741 / 03750 / 03755,Town,11416,105670
24103,13932,Lyndon,Jefferson County,KY,Kentucky,40222 / 40223 / 40242,City,11407,50708
30237,4889,Orange City,Volusia County,FL,Florida,32713 / 32763 / 32774,City,11403,32788
14568,28727,Fulton,Oswego County,NY,New York,13069,City,11402,36126
23837,27697,Lovington,Lea County,NM,New Mexico,88260,City,11399,51450
12372,34687,Emmaus,Lehigh County,PA,Pennsylvania,18049 / 18098 / 18099,Borough,11394,54029
44182,39317,White House,Robertson County / Sumner County,TN,Tennessee,37048 / 37073 / 37188,City,11388,67763
5882,13712,Campbellsville,Taylor County,KY,Kentucky,42718 / 42719,City,11387,28673
14310,39853,Fredericksburg,Gillespie County,TX,Texas,78624,City,11382,48991
21872,14861,Lakeville,Plymouth County,MA,Massachusetts,2347,Town,11380,90876
41986,3360,View Park-Windsor Hills,Los Angeles County,CA,California,90008 / 90043 / 90056,CDP,11374,82718
37468,4293,Smyrna,Kent County / New Castle County,DE,Delaware,19938 / 19977,Town,11371,54217
23873,35431,Lower Burrell,Westmoreland County,PA,Pennsylvania,15014 / 15068,City,11367,56474
6498,28346,Catskill,Greene County,NY,New York,12015 / 12413 / 12414 / 12451 / 12463 / 12482,Town,11365,46563
32233,9250,Plano,Kendall County,IL,Illinois,60545,City,11358,53338
34280,27278,Ridgefield,Bergen County,NJ,New Jersey,07643 / 07657,Borough,11357,68843
11502,3993,East Windsor,Hartford County,CT,Connecticut,06016 / 06088,Town,11355,74798
31793,2981,Piedmont,Alameda County,CA,California,94610 / 94611 / 94618,City,11353,208772
45154,41402,Woods Cross,Davis County,UT,Utah,84010 / 84087,City,11351,69814
13911,3609,Fort Morgan,Morgan County,CO,Colorado,80701,City,11348,45403
21813,2637,Lakeland Village,Riverside County,CA,California,92530,CDP,11343,39581
20419,5899,Kaneohe Station,Honolulu County,HI,Hawaii,96734 / 96744 / 96863,CDP,11342,49466
29788,27200,Ocean City,Cape May County,NJ,New Jersey,08226 / 08248,City,11340,57813
15440,26947,Gloucester City,Camden County,NJ,New Jersey,08030 / 08104,City,11339,50615
11394,4501,East Milton,Santa Rosa County,FL,Florida,32583,CDP,11337,43060
29180,29391,North Lindenhurst,Suffolk County,NY,New York,11701 / 11757,CDP,11334,70799
43072,44882,Waupun,Dodge County / Fond du Lac County,WI,Wisconsin,53963,City,11333,50145
20621,15955,Kennebunk,York County,ME,Maine,04043 / 04094,Town,11320,70920
20123,7108,Jerome,Jerome County,ID,Idaho,83338,City,11317,36181
12427,28639,Endwell,Broome County,NY,New York,13760 / 13762,CDP,11315,54446
22568,40204,Leon Valley,Bexar County,TX,Texas,78238 / 78240,City,11314,61450
39390,9698,Summit,Cook County,IL,Illinois,60501,Village,11314,42070
5894,7608,Campton Hills,Kane County,IL,Illinois,60119 / 60124 / 60175 / 60183,Village,11310,118664
20065,35190,Jefferson Hills,Allegheny County,PA,Pennsylvania,15025 / 15236 / 15332,Borough,11307,77854
21892,4735,Lakewood Park,St. Lucie County,FL,Florida,34946 / 34951,CDP,11304,48312
19472,17193,Ionia,Ionia County,MI,Michigan,48846,City,11300,34653
22459,14867,Leicester,Worcester County,MA,Massachusetts,01524 / 01542 / 01611,Town,11298,69099
16522,14813,Groton,Middlesex County,MA,Massachusetts,01450 / 01470 / 01471 / 01472,Town,11297,116642
13797,15376,Forestville,Prince George's County,MD,Maryland,20743 / 20746 / 20747 / 20753,CDP,11286,68333
18526,5498,Holly Springs,Cherokee County,GA,Georgia,30114 / 30115 / 30142 / 30188,City,11281,67488
25833,19778,Mendota Heights,Dakota County,MN,Minnesota,55118 / 55120 / 55121 / 55150,City,11280,95353
41212,22104,Union,Franklin County,MO,Missouri,63084,City,11277,43189
34971,15613,Rosaryville,Prince George's County,MD,Maryland,20588 / 20613 / 20623 / 20772,CDP,11268,117286
1034,15199,Annapolis Neck,Anne Arundel County,MD,Maryland,21037 / 21401 / 21403,CDP,11266,126979
41055,44805,Two Rivers,Manitowoc County,WI,Wisconsin,54220 / 54241,City,11261,40419
23911,41725,Lowes Island,Loudoun County,VA,Virginia,20165 / 22066,CDP,11259,150956
24014,14882,Lunenburg,Worcester County,MA,Massachusetts,1462,Town,11258,80572
21520,2627,Lake Arrowhead,San Bernardino County,CA,California,92317 / 92321 / 92326 / 92352 / 92378 / 92385 / 92391,CDP,11255,62050
26622,8864,Minooka,Grundy County / Kendall County / Will County,IL,Illinois,60447 / 60450,Village,11254,80810
10367,14282,Destrehan,St. Charles Parish,LA,Louisiana,70047 / 70078,CDP,11250,67099
7379,1550,Chino Valley,Yavapai County,AZ,Arizona,86314 / 86315 / 86323 / 86334,Town,11250,43379
23223,44023,Little Chute,Outagamie County,WI,Wisconsin,54130 / 54140 / 54911 / 54913,Village,11250,57176
15755,4009,Granby,Hartford County,CT,Connecticut,06035 / 06060 / 06090,Town,11247,102671
17660,12459,Haysville,Sedgwick County,KS,Kansas,67060 / 67217,City,11245,53996
25925,12838,Merriam,Johnson County,KS,Kansas,66202 / 66203 / 66204,City,11245,56914
863,26384,Amherst,Hillsborough County,NH,New Hampshire,03031 / 03055,Town,11244,121349
30357,16080,Orono,Penobscot County,ME,Maine,04469 / 04473,Town,11242,41702
5858,1530,Camp Verde,Yavapai County,AZ,Arizona,86322 / 86326 / 86327,Town,11238,32957
44017,27449,Westwood,Bergen County,NJ,New Jersey,7675,Borough,11235,85849
11335,26870,East Hanover,Morris County,NJ,New Jersey,7936,Township,11228,102165
45163,9997,Woodside,Sangamon County,IL,Illinois,62629 / 62703 / 62704 / 62711 / 62712,Township,11227,52077
